axis	evidence	disease	manufacturing	engineered	authors	title	venue	year	cited	pmid	doi	pmcid	url	local_fulltext	status
car_nk_engineering	preclinical	aml_mds	yes	yes	Christodoulou I, Ho WJ, Marple A, Ravich JW, Tam A, Rahnama R, Fearnow A, Rietberg C, Yanik S, Solomou EE, Varadhan R, Koldobskiy MA, Bonifant CL.	Engineering CAR-NK cells to secrete IL-15 sustains their anti-AML functionality but is associated with systemic toxicities	Journal for immunotherapy of cancer	2021	162	34896980	10.1136/jitc-2021-003894	PMC8655609	https://pmc.ncbi.nlm.nih.gov/articles/PMC8655609/	fulltext/christodoulou_2021_pmid34896980.xml	oa_xml
car_nk_engineering	preclinical	neuroblastoma_sarcoma	no	yes	Chang YH, Connolly J, Shimasaki N, Mimura K, Kono K, Campana D.	A chimeric receptor with NKG2D specificity enhances natural killer cell activation and killing of tumor cells	Cancer research	2013	272	23302231	10.1158/0008-5472.can-12-3558		https://pubmed.ncbi.nlm.nih.gov/23302231/		metadata_only
car_nk_engineering	review	pan-cancer	yes	yes	Balkhi S, Zuccolotto G, Di Spirito A, Rosato A, Mortara L.	CAR-NK cell therapy: promise and challenges in solid tumors	Frontiers in immunology	2025	48	40260240	10.3389/fimmu.2025.1574742	PMC12009813	https://pmc.ncbi.nlm.nih.gov/articles/PMC12009813/	fulltext/balkhi_2025_pmid40260240.xml	oa_xml
car_nk_engineering	review	pan-cancer	yes	yes	Mehta RS, Rezvani K.	Chimeric Antigen Receptor Expressing Natural Killer Cells for the Immunotherapy of Cancer	Frontiers in immunology	2018	215	29497427	10.3389/fimmu.2018.00283	PMC5818392	https://pmc.ncbi.nlm.nih.gov/articles/PMC5818392/	fulltext/mehta_2018_pmid29497427.xml	oa_xml
car_nk_engineering	preclinical	gbm_cns	no	yes	Ma R, Lu T, Li Z, Teng KY, Mansour AG, Yu M, Tian L, Xu B, Ma S, Zhang J, Barr T, Peng Y, Caligiuri MA, Yu J.	An Oncolytic Virus Expressing IL15/IL15Rα Combined with Off-the-Shelf EGFR-CAR NK Cells Targets Glioblastoma	Cancer research	2021	197	34006525	10.1158/0008-5472.can-21-0035	PMC8562586	https://pmc.ncbi.nlm.nih.gov/articles/PMC8562586/		oa_xml
car_nk_engineering	preclinical	ovarian;gi	no	yes	Luo J, Guo M, Huang M, Liu Y, Qian Y, Liu Q, Cao X.	Neoleukin-2/15-armored CAR-NK cells sustain superior therapeutic efficacy in solid tumors via c-Myc/NRF1 activation	Signal transduction and targeted therapy	2025	46	40025022	10.1038/s41392-025-02158-2	PMC11873268	https://pmc.ncbi.nlm.nih.gov/articles/PMC11873268/	fulltext/luo_2025_pmid40025022.xml	oa_xml
car_nk_engineering	process_method	pan-cancer	yes	yes	Ingegnere T, Mariotti FR, Pelosi A, Quintarelli C, De Angelis B, Tumino N, Besi F, Cantoni C, Locatelli F, Vacca P, Moretta L.	Human CAR NK Cells: A New Non-viral Method Allowing High Efficient Transfection and Strong Tumor Cell Killing	Frontiers in immunology	2019	108	31114587	10.3389/fimmu.2019.00957	PMC6503170	https://pmc.ncbi.nlm.nih.gov/articles/PMC6503170/	fulltext/ingegnere_2019_pmid31114587.xml	oa_xml
car_nk_engineering	preclinical	pan-cancer	no	yes	Peng L, Renauer PA, Sferruzza G, Yang L, Zou Y, Fang Z, Park JJ, Chow RD, Zhang Y, Lin Q, Bai M, Sanchez A, Zhang Y, Lam SZ, Ye L, Chen S.	In vivo AAV-SB-CRISPR screens of tumor-infiltrating primary NK cells identify genetic checkpoints of CAR-NK therapy	Nature biotechnology	2025	45	38918616	10.1038/s41587-024-02282-4	PMC11668911	https://pmc.ncbi.nlm.nih.gov/articles/PMC11668911/		oa_xml
car_nk_engineering	preclinical	pan-cancer	no	yes	Acharya S, Basar R, Daher M, Rafei H, Li P, Uprety N, Ensley E, Shanley M, Kumar B, Banerjee PP, Melo Garcia L, Lin P, Mohanty V, Kim KH, Jiang X, Pan Y, Li Y, Liu B, Nunez Cortes AK, Zhang C, Fathi M, Rezvan A, Montalvo MJ, Cha SL, Reyes-Silva F, Shrestha R, Guo X, Kundu K, Biederstädt A, Muniz-Feliciano L, Deyter GM, Kaplan M, Jiang XR, Liu E, Jain A, Roszik J, Fowlkes NW, Solis Soto LM, Raso MG, Khoury JD, Lin P, Vega F, Varadarajan N, Chen K, Marin D, Shpall EJ, Rezvani K.	CD28 Costimulation Augments CAR Signaling in NK Cells via the LCK/CD3ζ/ZAP70 Signaling Axis	Cancer discovery	2024	56	38900051	10.1158/2159-8290.cd-24-0096	PMC11452288	https://pmc.ncbi.nlm.nih.gov/articles/PMC11452288/		oa_xml
car_nk_engineering	preclinical	gu	yes	yes	Schönfeld K, Sahm C, Zhang C, Naundorf S, Brendel C, Odendahl M, Nowakowska P, Bönig H, Köhl U, Kloess S, Köhler S, Holtgreve-Grez H, Jauch A, Schmidt M, Schubert R, Kühlcke K, Seifried E, Klingemann HG, Rieger MA, Tonn T, Grez M, Wels WS.	Selective inhibition of tumor growth by clonal NK cells expressing an ErbB2/HER2-specific chimeric antigen receptor	Molecular therapy : the journal of the American Society of Gene Therapy	2015	288	25373520	10.1038/mt.2014.219	PMC4445620	https://pmc.ncbi.nlm.nih.gov/articles/PMC4445620/		oa_xml
car_nk_engineering	process_method	all_peds_heme	yes	yes	Müller S, Bexte T, Gebel V, Kalensee F, Stolzenberg E, Hartmann J, Koehl U, Schambach A, Wels WS, Modlich U, Ullrich E.	High Cytotoxic Efficiency of Lentivirally and Alpharetrovirally Engineered CD19-Specific Chimeric Antigen Receptor Natural Killer Cells Against Acute Lymphoblastic Leukemia	Frontiers in immunology	2019	97	32117200	10.3389/fimmu.2019.03123	PMC7025537	https://pmc.ncbi.nlm.nih.gov/articles/PMC7025537/	fulltext/mller_2019_pmid32117200.xml	oa_xml
car_nk_engineering	preclinical	gi;hnscc_melanoma	no	yes	Yang S, Sheffer M, Kaplan IE, Wang Z, Tarannum M, Dinh K, Abdulhamid Y, Bobilev E, Shapiro R, Porter R, Soiffer R, Ritz J, Koreth J, Wei Y, Chen P, Zhang K, Márquez-Pellegrin V, Bonanno S, Joshi N, Guan M, Yang M, Li D, Bellini C, Liu F, Chen J, Wu CJ, Barbie D, Li J, Romee R.	Non-pathogenic E. coli displaying decoy-resistant IL18 mutein boosts anti-tumor and CAR NK cell responses	Nature biotechnology	2025	41	39367093	10.1038/s41587-024-02418-6	PMC12797303	https://pmc.ncbi.nlm.nih.gov/articles/PMC12797303/		oa_xml
car_nk_engineering	review	pan-cancer	yes	yes	Jørgensen LV, Christensen EB, Barnkob MB, Barington T.	The clinical landscape of CAR NK cells	Experimental hematology & oncology	2025	84	40149002	10.1186/s40164-025-00633-8	PMC11951618	https://pmc.ncbi.nlm.nih.gov/articles/PMC11951618/	fulltext/jrgensen_2025_pmid40149002.xml	oa_xml
car_nk_engineering	preclinical	gi	yes	yes	Da Y, Liu Y, Hu Y, Liu W, Ma J, Lu N, Zhang C, Zhang C.	STING agonist cGAMP enhances anti-tumor activity of CAR-NK cells against pancreatic cancer	Oncoimmunology	2022	85	35371622	10.1080/2162402x.2022.2054105	PMC8967397	https://pmc.ncbi.nlm.nih.gov/articles/PMC8967397/	fulltext/da_2022_pmid35371622.xml	oa_xml
car_nk_engineering	review	pan-cancer	no	yes	Wang W, Liu Y, He Z, Li L, Liu S, Jiang M, Zhao B, Deng M, Wang W, Mi X, Sun Z, Ge X.	Breakthrough of solid tumor treatment: CAR-NK immunotherapy	Cell death discovery	2024	151	38245520	10.1038/s41420-024-01815-9	PMC10799930	https://pmc.ncbi.nlm.nih.gov/articles/PMC10799930/	fulltext/wang_2024_pmid38245520.xml	oa_xml
car_nk_engineering	preclinical	gbm_cns	yes	yes	Han J, Chu J, Keung Chan W, Zhang J, Wang Y, Cohen JB, Victor A, Meisen WH, Kim SH, Grandi P, Wang QE, He X, Nakano I, Chiocca EA, Glorioso Iii JC, Kaur B, Caligiuri MA, Yu J.	CAR-Engineered NK Cells Targeting Wild-Type EGFR and EGFRvIII Enhance Killing of Glioblastoma and Patient-Derived Glioblastoma Stem Cells	Scientific reports	2015	274	26155832	10.1038/srep11483	PMC4496728	https://pmc.ncbi.nlm.nih.gov/articles/PMC4496728/	fulltext/han_2015_pmid26155832.xml	oa_xml
car_nk_engineering	preclinical	lymphoma_cll	no	yes	Li L, Mohanty V, Dou J, Huang Y, Banerjee PP, Miao Q, Lohr JG, Vijaykumar T, Frede J, Knoechel B, Muniz-Feliciano L, Laskowski TJ, Liang S, Moyes JS, Nandivada V, Basar R, Kaplan M, Daher M, Liu E, Li Y, Acharya S, Lin P, Shanley M, Rafei H, Marin D, Mielke S, Champlin RE, Shpall EJ, Chen K, Rezvani K.	Loss of metabolic fitness drives tumor resistance after CAR-NK cell therapy and can be overcome by cytokine engineering	Science advances	2023	105	37494448	10.1126/sciadv.add6997	PMC10371011	https://pmc.ncbi.nlm.nih.gov/articles/PMC10371011/	fulltext/li_2023_pmid37494448.xml	oa_xml
car_nk_engineering	preclinical	aml_mds	yes	yes	Albinger N, Müller S, Kostyra J, Kuska J, Mertlitz S, Penack O, Zhang C, Möker N, Ullrich E.	Manufacturing of primary CAR-NK cells in an automated system for the treatment of acute myeloid leukemia	Bone marrow transplantation	2024	36	38253870	10.1038/s41409-023-02180-4	PMC10994833	https://pmc.ncbi.nlm.nih.gov/articles/PMC10994833/	fulltext/albinger_2024_pmid38253870.xml	oa_xml
car_nk_engineering	mechanistic	aml_mds;myeloma	yes	yes	Gurney M, Stikvoort A, Nolan E, Kirkham-McCarthy L, Khoruzhenko S, Shivakumar R, Zweegman S, Van de Donk NWCJ, Mutis T, Szegezdi E, Sarkar S, O'Dwyer M.	CD38 knockout natural killer cells expressing an affinity optimized CD38 chimeric antigen receptor successfully target acute myeloid leukemia with reduced effector cell fratricide	Haematologica	2022	102	33375774	10.3324/haematol.2020.271908	PMC8804573	https://pmc.ncbi.nlm.nih.gov/articles/PMC8804573/	fulltext/gurney_2022_pmid33375774.xml	oa_xml
car_nk_engineering	process_method	pan-cancer	yes	yes	Wang X, Jasinski DL, Medina JL, Spencer DM, Foster AE, Bayle JH.	Inducible MyD88/CD40 synergizes with IL-15 to enhance antitumor efficacy of CAR-NK cells	Blood advances	2020	64	32384544	10.1182/bloodadvances.2020001510	PMC7218419	https://pmc.ncbi.nlm.nih.gov/articles/PMC7218419/		oa_xml
car_nk_engineering	clinical_trial	aml_mds;myeloma	yes	yes	Murad JM, Baumeister SH, Werner L, Daley H, Trébéden-Negre H, Reder J, Sentman CL, Gilham D, Lehmann F, Snykers S, Sentman ML, Wade T, Schmucker A, Fanger MW, Dranoff G, Ritz J, Nikiforow S.	Manufacturing development and clinical production of NKG2D chimeric antigen receptor-expressing T cells for autologous adoptive cell therapy	Cytotherapy	2018	46	30180944	10.1016/j.jcyt.2018.05.001	PMC6127861	https://pmc.ncbi.nlm.nih.gov/articles/PMC6127861/		oa_xml
car_nk_engineering	clinical_trial	all_peds_heme	yes	yes	Sun M, Xu P, Wang E, Zhou M, Xu T, Wang J, Wang Q, Wang B, Lu K, Wang C, Chen B.	Novel two-chain structure utilizing KIRS2/DAP12 domain improves the safety and efficacy of CAR-T cells in adults with r/r B-ALL	Molecular therapy oncolytics	2021	26	34703879	10.1016/j.omto.2021.08.014	PMC8517091	https://pmc.ncbi.nlm.nih.gov/articles/PMC8517091/	fulltext/sun_2021_pmid34703879.xml	oa_xml
car_nk_engineering	translational_human	all_peds_heme	yes	no	Powers SB, Ahmed NG, Jose R, Brezgiel M, Aryal S, Bowman WP, Mathew PA, Mathew SO.	Differential Expression of LLT1, SLAM Receptors CS1 and 2B4 and NCR Receptors NKp46 and NKp30 in Pediatric Acute Lymphoblastic Leukemia (ALL)	International journal of molecular sciences	2023	6	36835271	10.3390/ijms24043860	PMC9959214	https://pmc.ncbi.nlm.nih.gov/articles/PMC9959214/	fulltext/powers_2023_pmid36835271.xml	oa_xml
nk_engagers	mechanistic	aml_mds	yes	yes	Gleason MK, Ross JA, Warlick ED, Lund TC, Verneris MR, Wiernik A, Spellman S, Haagenson MD, Lenvik AJ, Litzow MR, Epling-Burnette PK, Blazar BR, Weiner LM, Weisdorf DJ, Vallera DA, Miller JS.	CD16xCD33 bispecific killer cell engager (BiKE) activates NK cells against primary MDS and MDSC CD33+ targets	Blood	2014	219	24652987	10.1182/blood-2013-10-533398	PMC4014844	https://pmc.ncbi.nlm.nih.gov/articles/PMC4014844/		oa_xml
nk_engagers	preclinical	aml_mds	yes	yes	Vallera DA, Felices M, McElmurry R, McCullar V, Zhou X, Schmohl JU, Zhang B, Lenvik AJ, Panoskaltsis-Mortari A, Verneris MR, Tolar J, Cooley S, Weisdorf DJ, Blazar BR, Miller JS.	IL15 Trispecific Killer Engagers (TriKE) Make Natural Killer Cells Specific to CD33+ Targets While Also Inducing Persistence, In Vivo Expansion, and Enhanced Function	Clinical cancer research : an official journal of the American Association for Cancer Research	2016	328	26847056	10.1158/1078-0432.ccr-15-2710	PMC4947440	https://pmc.ncbi.nlm.nih.gov/articles/PMC4947440/		oa_xml
nk_engagers	process_method	lymphoma_cll	yes	yes	Felices M, Kodal B, Hinderlie P, Kaminski MF, Cooley S, Weisdorf DJ, Vallera DA, Miller JS, Bachanova V.	Novel CD19-targeted TriKE restores NK cell function and proliferative capacity in CLL	Blood advances	2019	79	30890546	10.1182/bloodadvances.2018029371	PMC6436008	https://pmc.ncbi.nlm.nih.gov/articles/PMC6436008/		oa_xml
nk_engagers	preclinical	aml_mds	yes	yes	Arvindam US, van Hauten PMM, Schirm D, Schaap N, Hobo W, Blazar BR, Vallera DA, Dolstra H, Felices M, Miller JS.	A trispecific killer engager molecule against CLEC12A effectively induces NK-cell mediated killing of AML cells	Leukemia	2021	94	33097838	10.1038/s41375-020-01065-5	PMC8189652	https://pmc.ncbi.nlm.nih.gov/articles/PMC8189652/	fulltext/arvindam_2021_pmid33097838.xml	oa_xml
nk_engagers	review	pan-cancer	no	yes	Hodgins JJ, Khan ST, Park MM, Auer RC, Ardolino M.	Killers 2.0: NK cell therapies at the forefront of cancer control	The Journal of clinical investigation	2019	188	31478911	10.1172/jci129338	PMC6715409	https://pmc.ncbi.nlm.nih.gov/articles/PMC6715409/		oa_xml
nk_engagers	preclinical	aml_mds	no	yes	Gauthier L, Virone-Oddos A, Beninga J, Rossi B, Nicolazzi C, Amara C, Blanchard-Alvarez A, Gourdin N, Courta J, Basset A, Agnel M, Guillot F, Grondin G, Bonnevaux H, Bauchet AL, Morel A, Morel Y, Chiron M, Vivier E.	Control of acute myeloid leukemia by a trifunctional NKp46-CD16a-NK cell engager targeting CD123	Nature biotechnology	2023	86	36635380	10.1038/s41587-022-01626-2	PMC10497414	https://pmc.ncbi.nlm.nih.gov/articles/PMC10497414/	fulltext/gauthier_2023_pmid36635380.xml	oa_xml
nk_engagers	translational_human	lymphoma_cll	yes	yes	Kerbauy LN, Marin ND, Kaplan M, Banerjee PP, Berrien-Elliott MM, Becker-Hapak M, Basar R, Foster M, Garcia Melo L, Neal CC, McClain E, Daher M, Nunez Cortes AK, Desai S, Inng Lim FW, Mendt MC, Schappe T, Li L, Shaim H, Shanley M, Ensley EL, Uprety N, Wong P, Liu E, Ang SO, Cai R, Nandivada V, Mohanty V, Miao Q, Shen Y, Baran N, Fowlkes NW, Chen K, Muniz-Feliciano L, Champlin RE, Nieto YL, Koch J, Treder M, Fischer W, Okamoto OK, Shpall EJ, Fehniger TA, Rezvani K.	Combining AFM13, a Bispecific CD30/CD16 Antibody, with Cytokine-Activated Blood and Cord Blood-Derived NK Cells Facilitates CAR-like Responses Against CD30+ Malignancies	Clinical cancer research : an official journal of the American Association for Cancer Research	2021	137	33986022	10.1158/1078-0432.ccr-21-0164	PMC8254785	https://pmc.ncbi.nlm.nih.gov/articles/PMC8254785/		oa_xml
nk_engagers	review	pan-cancer	yes	yes	Zhang M, Lam KP, Xu S.	Natural Killer Cell Engagers (NKCEs): a new frontier in cancer immunotherapy	Frontiers in immunology	2023	54	37638058	10.3389/fimmu.2023.1207276	PMC10450036	https://pmc.ncbi.nlm.nih.gov/articles/PMC10450036/	fulltext/zhang_2023_pmid37638058.xml	oa_xml
nk_engagers	process_method	pan-cancer	yes	yes	Felices M, Lenvik TR, Davis ZB, Miller JS, Vallera DA.	Generation of BiKEs and TriKEs to Improve NK Cell-Mediated Targeting of Tumor Cells	Methods in molecular biology (Clifton, N.J.)	2016	139	27177679	10.1007/978-1-4939-3684-7_28	PMC5823010	https://pmc.ncbi.nlm.nih.gov/articles/PMC5823010/		oa_xml
nk_engagers	preclinical	ovarian	yes	yes	Bordoloi D, Bordoloi D, Kulkarni AJ, Adeniji OS, Pampena MB, Bhojnagarwala PS, Zhao S, Ionescu C, Perales-Puchalt A, Parzych EM, Zhu X, Ali AR, Cassel J, Zhang R, Betts MR, Abdel-Mohsen M, Weiner DB.	Siglec-7 glyco-immune binding mAbs or NK cell engager biologics induce potent antitumor immunity against ovarian cancers	Science advances	2023	41	37910620	10.1126/sciadv.adh4379	PMC10619929	https://pmc.ncbi.nlm.nih.gov/articles/PMC10619929/	fulltext/bordoloi_2023_pmid37910620.xml	oa_xml
nk_engagers	mechanistic	lymphoma_cll	yes	no	Wu J, Fu J, Zhang M, Liu D.	AFM13: a first-in-class tetravalent bispecific anti-CD30/CD16A antibody for NK cell-mediated immunotherapy	Journal of hematology & oncology	2015	95	26231785	10.1186/s13045-015-0188-3	PMC4522136	https://pmc.ncbi.nlm.nih.gov/articles/PMC4522136/	fulltext/wu_2015_pmid26231785.xml	oa_xml
nk_engagers	mechanistic	aml_mds	yes	yes	Wiernik A, Foley B, Foley B, Zhang B, Verneris MR, Warlick E, Gleason MK, Ross JA, Luo X, Weisdorf DJ, Walcheck B, Vallera DA, Miller JS.	Targeting natural killer cells to acute myeloid leukemia in vitro with a CD16 x 33 bispecific killer cell engager and ADAM17 inhibition	Clinical cancer research : an official journal of the American Association for Cancer Research	2013	183	23690482	10.1158/1078-0432.ccr-13-0505	PMC3715574	https://pmc.ncbi.nlm.nih.gov/articles/PMC3715574/		oa_xml
nk_engagers	mechanistic	ovarian;breast	yes	yes	Nikkhoi SK, Li G, Eleya S, Yang G, Vandavasi VG, Hatefi A.	Bispecific killer cell engager with high affinity and specificity toward CD16a on NK cells for cancer immunotherapy	Frontiers in immunology	2022	48	36685519	10.3389/fimmu.2022.1039969	PMC9852913	https://pmc.ncbi.nlm.nih.gov/articles/PMC9852913/	fulltext/nikkhoi_2022_pmid36685519.xml	oa_xml
nk_engagers	preclinical	lymphoma_cll	no	yes	Demaria O, Habif G, Vetizou M, Gauthier L, Remark R, Chiossone L, Vagne C, Rebuffet L, Courtois R, Denis C, Le Floch F, Muller M, Girard-Madoux M, Augier S, Lopez J, Carrette B, Maguer A, Vallier JB, Grondin G, Baron W, Galluso J, Yessaad N, Giordano M, Simon L, Chanuc F, Alvarez AB, Perrot I, Bonnafous C, Represa A, Rossi B, Morel A, Morel Y, Paturel C, Vivier E.	A tetraspecific engager armed with a non-alpha IL-2 variant harnesses natural killer cells against B cell non-Hodgkin lymphoma	Science immunology	2024	16	39546590	10.1126/sciimmunol.adp3720		https://pubmed.ncbi.nlm.nih.gov/39546590/		metadata_only
nk_engagers	preclinical	hnscc_melanoma	yes	yes	Khaw MJ, Zorko NA, Kennedy PR, Bendzick LE, Shackelford M, Selleck C, Hinderlie P, Walker JT, Soignier Y, Lyons RC, Femino EL, Stenger T, Dasgupta T, Kotz LE, Shetty M, Phung SK, Lee EH, Lu Q, Lim J, Provenzano PP, Fujioka N, Davis ZB, Geller MA, Wagner JE, MacMillan ML, Felices M, Miller JS.	Novel trispecific killer engager targeting B7-H3 enhances natural killer cell antitumor activity against head and neck cancer	Journal for immunotherapy of cancer	2025	7	40707133	10.1136/jitc-2024-011370	PMC12306285	https://pmc.ncbi.nlm.nih.gov/articles/PMC12306285/	fulltext/khaw_2025_pmid40707133.xml	oa_xml
nk_engagers	translational_human	aml_mds;all_peds_heme	no	yes	Reusing SB, Vallera DA, Manser AR, Vatrin T, Bhatia S, Felices M, Miller JS, Uhrberg M, Babor F.	CD16xCD33 Bispecific Killer Cell Engager (BiKE) as potential immunotherapeutic in pediatric patients with AML and biphenotypic ALL	Cancer immunology, immunotherapy : CII	2021	38	34398302	10.1007/s00262-021-03008-0	PMC8571204	https://pmc.ncbi.nlm.nih.gov/articles/PMC8571204/	fulltext/reusing_2021_pmid34398302.xml	oa_xml
nk_engagers	review	pan-cancer	no	yes	Shin MH, Oh E, Minn D.	Current Developments in NK Cell Engagers for Cancer Immunotherapy: Focus on CD16A and NKp46	Immune network	2024	15	39513028	10.4110/in.2024.24.e34	PMC11538608	https://pmc.ncbi.nlm.nih.gov/articles/PMC11538608/	fulltext/shin_2024_pmid39513028.xml	oa_xml
nk_engagers	mechanistic	pan-cancer	yes	yes	Zambarda C, Guldevall K, Breunig C, Toullec D, Sandoz PA, Carannante V, Xu S, Ross P, Kuhnigk K, Sandström N, Fontana J, Wingert S, Pinto S, Knoch J, Hussain A, Wagner AK, Pahl J, Alici E, Koch J, Önfelt B.	CD16A Shedding Regulates Innate Cell Engager-Induced Serial Killing by Natural Killer Cells	European journal of immunology	2025	7	41116262	10.1002/eji.70078	PMC12537995	https://pmc.ncbi.nlm.nih.gov/articles/PMC12537995/	fulltext/zambarda_2025_pmid41116262.xml	oa_xml
nk_engagers	process_method	pan-cancer	yes	yes	Cheng Y, Li Q, Kong Y, Huang A, Yang Z, Ying T, Wu Y.	An IL-15-modified NKp30×HER2 trispecific NK cell engager enhances NK cell activation and tumor cell killing	Journal of leukocyte biology	2025	3	40694640	10.1093/jleuko/qiaf107		https://pubmed.ncbi.nlm.nih.gov/40694640/		metadata_only
nk_engagers	preclinical	lymphoma_cll	no	yes	Fan Y, Duan Y, Chen J, Wang Y, Shang K, Jiang J, Su L, Zhou C, Sadelain M, Huang H, Sun J.	Bispecific killer cell engager-secreting CAR-T cells redirect natural killer specificity to enhance antitumour responses	Nature biomedical engineering	2026	6	40659834	10.1038/s41551-025-01450-4		https://pubmed.ncbi.nlm.nih.gov/40659834/		metadata_only
gene_editing_knockouts	preclinical	pan-cancer	yes	yes	Zhu H, Blum RH, Bernareggi D, Ask EH, Wu Z, Hoel HJ, Meng Z, Wu C, Guan KL, Malmberg KJ, Kaufman DS.	Metabolic Reprograming via Deletion of CISH in Human iPSC-Derived NK Cells Promotes In Vivo Persistence and Enhances Anti-tumor Activity	Cell stem cell	2020	299	32531207	10.1016/j.stem.2020.05.008	PMC7415618	https://pmc.ncbi.nlm.nih.gov/articles/PMC7415618/		oa_xml
gene_editing_knockouts	preclinical	lymphoma_cll;gi;hnscc_melanoma	no	no	Paolino M, Choidas A, Wallner S, Pranjic B, Uribesalgo I, Loeser S, Jamieson AM, Langdon WY, Ikeda F, Fededa JP, Cronin SJ, Nitsch R, Schultz-Fademrecht C, Eickhoff J, Menninger S, Unger A, Torka R, Gruber T, Hinterleitner R, Baier G, Wolf D, Ullrich A, Klebl BM, Penninger JM.	The E3 ligase Cbl-b and TAM receptors regulate cancer metastasis via natural killer cells	Nature	2014	391	24553136	10.1038/nature12998	PMC6258903	https://pmc.ncbi.nlm.nih.gov/articles/PMC6258903/		oa_xml
gene_editing_knockouts	preclinical	aml_mds	yes	yes	Bexte T, Albinger N, Al Ajami A, Wendel P, Buchinger L, Gessner A, Alzubi J, Särchen V, Vogler M, Rasheed HM, Jung BA, Wolf S, Bhayadia R, Oellerich T, Klusmann JH, Penack O, Möker N, Cathomen T, Rieger MA, Imkeller K, Ullrich E.	CRISPR/Cas9 editing of NKG2A improves the efficacy of primary CD33-directed chimeric antigen receptor natural killer cells	Nature communications	2024	67	39349459	10.1038/s41467-024-52388-1	PMC11442982	https://pmc.ncbi.nlm.nih.gov/articles/PMC11442982/	fulltext/bexte_2024_pmid39349459.xml	oa_xml
gene_editing_knockouts	preclinical	pan-cancer	yes	yes	Biederstädt A, Basar R, Park JM, Uprety N, Shrestha R, Reyes Silva F, Dede M, Watts J, Acharya S, Xiong D, Liu B, Daher M, Rafei H, Banerjee P, Li P, Islam S, Fan H, Shanley M, Jin J, Kumar B, Woods V, Lin P, Tiberti S, Nunez Cortes AK, Jiang XR, Biederstädt I, Zhang P, Li Y, Rawal S, Liu E, Muniz-Feliciano L, Deyter GM, Shpall EJ, Fowlkes NW, Chen K, Rezvani K.	Genome-wide CRISPR screens identify critical targets to enhance CAR-NK cell antitumor potency	Cancer cell	2025	42	40845844	10.1016/j.ccell.2025.07.021	PMC12396527	https://pmc.ncbi.nlm.nih.gov/articles/PMC12396527/		oa_xml
gene_editing_knockouts	process_method	myeloma	yes	yes	Bexte T, Alzubi J, Reindl LM, Wendel P, Schubert R, Salzmann-Manrique E, von Metzler I, Cathomen T, Ullrich E.	CRISPR-Cas9 based gene editing of the immune checkpoint NKG2A enhances NK cell mediated cytotoxicity against multiple myeloma	Oncoimmunology	2022	72	35694192	10.1080/2162402x.2022.2081415	PMC9176243	https://pmc.ncbi.nlm.nih.gov/articles/PMC9176243/	fulltext/bexte_2022_pmid35694192.xml	oa_xml
gene_editing_knockouts	process_method	aml_mds	yes	yes	Huang RS, Lai MC, Shih HA, Lin S.	A robust platform for expansion and genome editing of primary human natural killer cells	The Journal of experimental medicine	2021	77	33433623	10.1084/jem.20201529	PMC7808298	https://pmc.ncbi.nlm.nih.gov/articles/PMC7808298/	fulltext/huang_2021_pmid33433623.xml	oa_xml
gene_editing_knockouts	preclinical	myeloma	yes	yes	Naeimi Kararoudi M, Nagai Y, Elmas E, de Souza Fernandes Pereira M, Ali SA, Imus PH, Wethington D, Borrello IM, Lee DA, Ghiaur G.	CD38 deletion of human primary NK cells eliminates daratumumab-induced fratricide and boosts their effector activity	Blood	2020	116	32603414	10.1182/blood.2020006200	PMC7685207	https://pmc.ncbi.nlm.nih.gov/articles/PMC7685207/		oa_xml
gene_editing_knockouts	preclinical	pan-cancer	yes	no	Tang PM, Zhou S, Meng XM, Wang QM, Li CJ, Lian GY, Huang XR, Tang YJ, Guan XY, Guan XY, Yan BP, To KF, Lan HY.	Smad3 promotes cancer progression by inhibiting E4BP4-mediated NK cell development	Nature communications	2017	163	28262747	10.1038/ncomms14677	PMC5343519	https://pmc.ncbi.nlm.nih.gov/articles/PMC5343519/	fulltext/tang_2017_pmid28262747.xml	oa_xml
gene_editing_knockouts	preclinical	gbm_cns;hnscc_melanoma	yes	yes	Bernareggi D, Xie Q, Prager BC, Yun J, Cruz LS, Pham TV, Kim W, Lee X, Coffey M, Zalfa C, Azmoon P, Zhu H, Tamayo P, Rich JN, Kaufman DS.	CHMP2A regulates tumor sensitivity to natural killer cell-mediated cytotoxicity	Nature communications	2022	63	35393416	10.1038/s41467-022-29469-0	PMC8990014	https://pmc.ncbi.nlm.nih.gov/articles/PMC8990014/	fulltext/bernareggi_2022_pmid35393416.xml	oa_xml
gene_editing_knockouts	mechanistic	pan-cancer	no	yes	Rea A, Santana-Hernández S, Villanueva J, Sanvicente-García M, Cabo M, Suarez-Olmos J, Quimis F, Qin M, Llorens E, Blasco-Benito S, Torralba-Raga L, Perez L, Bhattarai B, Alari-Pahissa E, Georgoudaki AM, Balaguer F, Juan M, Pardo J, Celià-Terrassa T, Rovira A, Möker N, Zhang C, Colonna M, Spanholtz J, Malmberg KJ, Montagut C, Albanell J, Güell M, López-Botet M, Muntasell A.	Enhancing human NK cell antitumor function by knocking out SMAD4 to counteract TGFβ and activin A suppression	Nature immunology	2025	36	40119192	10.1038/s41590-025-02103-z	PMC11957989	https://pmc.ncbi.nlm.nih.gov/articles/PMC11957989/	fulltext/rea_2025_pmid40119192.xml	oa_xml
