category	authors	title	venue	year	pmid	doi	pmcid	url	local_fulltext	supp_pdf	topics	status
PSMA	Glud EN, Rasmussen M, Zhang Y, Mandrup OA, Salachan PV, Borre M, Sørensen KD, Howard KA.	Identification of a high-risk immunogenic prostate cancer patient subset as candidates for T-cell engager immunotherapy and the introduction of a novel albumin-fused anti-CD3 × anti-PSMA bispecific design	British journal of cancer	2022	36243890	10.1038/s41416-022-01994-1	PMC9727128	https://pmc.ncbi.nlm.nih.gov/articles/PMC9727128/	fulltext/glud_2022_pmid36243890.xml		geo:Europe;recent	OA_available
PSMA	Penny HL, Hainline K, Theoharis N, Wu B, Brandl C, Webhofer C, McComb M, Wittemer-Rump S, Koca G, Stienen S, Bargou RC, Hummel HD, Loidl W, Grüllich C, Eggert T, Tran B, Mytych DT.	Characterization and root cause analysis of immunogenicity to pasotuxizumab (AMG 212), a prostate-specific membrane antigen-targeting bispecific T-cell engager therapy	Frontiers in immunology	2023	37942314	10.3389/fimmu.2023.1261070	PMC10628759	https://pmc.ncbi.nlm.nih.gov/articles/PMC10628759/	fulltext/penny_2023_pmid37942314.xml		geo:Europe|US;recent	OA_available
PSMA	Das G, Ptacek J, Havlinova B, Nedvedova J, Barinka C, Novakova Z.	Targeting Prostate Cancer Using Bispecific T-Cell Engagers against Prostate-Specific Membrane Antigen	ACS pharmacology & translational science	2023	37974624	10.1021/acsptsci.3c00159	PMC10644396	https://pmc.ncbi.nlm.nih.gov/articles/PMC10644396/	fulltext/das_2023_pmid37974624.xml		recent	OA_available
PSMA	Lim EA, Schweizer MT, Chi KN, Aggarwal R, Agarwal N, Gulley J, Attiyeh E, Greger J, Wu S, Jaiprasart P, Loffredo J, Bandyopadhyay N, Xie H, Hansen AR.	Phase 1 Study of Safety and Preliminary Clinical Activity of JNJ-63898081, a PSMA and CD3 Bispecific Antibody, for Metastatic Castration-Resistant Prostate Cancer	Clinical genitourinary cancer	2023	36948922	10.1016/j.clgc.2023.02.010	PMC10219845	https://pmc.ncbi.nlm.nih.gov/articles/PMC10219845/			geo:US;recent	pmid_only
PSMA	Dorff T, Horvath LG, Autio K, Bernard-Tessier A, Rettig MB, Machiels JP, Bilen MA, Lolkema MP, Adra N, Rottey S, Greil R, Matsubara N, Tan DSW, Wong A, Uemura H, Lemech C, Meran J, Yu Y, Minocha M, McComb M, Penny HL, Gupta V, Hu X, Hu X, Jurida G, Kouros-Mehr H, Janát-Amsbury MM, Eggert T, Tran B.	A Phase I Study of Acapatamab, a Half-life Extended, PSMA-Targeting Bispecific T-cell Engager for Metastatic Castration-Resistant Prostate Cancer	Clinical cancer research : an official journal of the American Association for Cancer Research	2024	38300720	10.1158/1078-0432.ccr-23-2978	PMC11395298	https://pmc.ncbi.nlm.nih.gov/articles/PMC11395298/			geo:Europe|US;recent	pmid_only
PSMA	Wei PS, Chou PY, Hsu HY, Chen M, Chen YJ, Tsai TH, Wen BY, Sheu MT, Chuang KH, Lin HL.	Nonshrinkable Thermosensitive Hydrogels Combined with Bispecific Anti-PSMA/CD3 T-Cell Engager for Effective Against Tumors in Mice Model	International journal of nanomedicine	2025	40098725	10.2147/ijn.s496746	PMC11911822	https://pmc.ncbi.nlm.nih.gov/articles/PMC11911822/	fulltext/wei_2025_pmid40098725.xml		recent	OA_available
PSMA	Hudson A, Jayaram A, Garmezy B, Zorko NA, Zarrabi KK, Mathews L, Rupnow B, Li M, Ghosh D, Urtishak K, Francis P, Wang SC, Attiyeh E, de Bono J.	A phase 1, first-in-human, dose escalation study of JNJ-80038114, a PSMAxCD3 bispecific antibody, in participants with metastatic castration-resistant prostate cancer	Cancer chemotherapy and pharmacology	2026	41493473	10.1007/s00280-025-04846-w	PMC12774958	https://pmc.ncbi.nlm.nih.gov/articles/PMC12774958/	fulltext/hudson_2026_pmid41493473.xml		geo:Europe|US;recent	OA_available
PSMA	Aljaberi MA, Chabchoub E.	Development and Evaluation of a Bispecific Single-Chain Antibody Targeting PSMA and CD3 to Enhance T-Cell-Mediated Lysis	American journal of men's health	2026	42091111	10.1177/15579883261439951	PMC13161604	https://pmc.ncbi.nlm.nih.gov/articles/PMC13161604/	fulltext/aljaberi_2026_pmid42091111.xml		recent	OA_available
HER2_ERBB2	Haense N, Atmaca A, Pauligk C, Steinmetz K, Marmé F, Haag GM, Rieger M, Ottmann OG, Ruf P, Lindhofer H, Al-Batran SE.	A phase I trial of the trifunctional anti Her2 × anti CD3 antibody ertumaxomab in patients with advanced solid tumors	BMC cancer	2016	27387446	10.1186/s12885-016-2449-0	PMC4937525	https://pmc.ncbi.nlm.nih.gov/articles/PMC4937525/	fulltext/haense_2016_pmid27387446.xml		geo:Europe;recent	OA_available
HER2_ERBB2	Park JA, Cheung NV.	GD2 or HER2 targeting T cell engaging bispecific antibodies to treat osteosarcoma	Journal of hematology & oncology	2020	33303017	10.1186/s13045-020-01012-y	PMC7731630	https://pmc.ncbi.nlm.nih.gov/articles/PMC7731630/	fulltext/park_2020_pmid33303017.xml		geo:US;recent	OA_available
HER2_ERBB2	Zong H, Li X, Li Y, Wang L, Yue Y, Chen J, Ke Y, Paerhati P, Han L, Li Y, Zhu J, Zhang B.	Enhance therapeutic efficacy of BiTE (HER2/CD3) for HER2- positive tumors through &lt;i&gt;in vivo&lt;/i&gt; expression	International journal of pharmaceutics: X	2025	40919374	10.1016/j.ijpx.2025.100375	PMC12410412	https://pmc.ncbi.nlm.nih.gov/articles/PMC12410412/	fulltext/zong_2025_pmid40919374.xml		geo:China;recent	OA_available
HER2_ERBB2	Löffler AK, Huber A, Olayioye MA, Kontermann RE, Seifert O.	Trispecific eFab-eIg T-cell engagers targeting HER2 and HER3	Frontiers in immunology	2025	40936895	10.3389/fimmu.2025.1642454	PMC12420622	https://pmc.ncbi.nlm.nih.gov/articles/PMC12420622/	fulltext/lffler_2025_pmid40936895.xml		geo:Europe;recent	OA_available
HER2_ERBB2	Guo R, Chen X, Ying L, Zhang W, Sabeel Z, Zhao L, Dong J, Dong Y, Yang Z.	A novel bispecific aptamer targeting LAG3 and HER2 enhances T cell-mediated immunotherapy against HER2-positive cancer cells	Frontiers in immunology	2025	40761795	10.3389/fimmu.2025.1557910	PMC12318970	https://pmc.ncbi.nlm.nih.gov/articles/PMC12318970/	fulltext/guo_2025_pmid40761795.xml		geo:China;recent	OA_available
HER2_ERBB2	Barnes RW, Thakur A, Onengut-Gumuscu S, Lum LG, Dolatshahi S.	LAG3+ CD8+ T cell subset drives HR+/HER2- breast cancer reduction in bispecific antibody armed activated T cell therapy	Journal of immunology (Baltimore, Md. : 1950)	2025	40795300	10.1093/jimmun/vkaf155		https://doi.org/10.1093/jimmun/vkaf155			geo:US;recent	pmid_only
HER2_ERBB2	De Tavernier E, Kim PS, Bruch EM, Cortez-Retamozo VF, Timmerman L, Flynn AL, Van Overbeke W, Tirode F, Cintra Barbosa-Lorenzi V, Piepenhagen P, Dinh-Le T, Luna E, Li A, Baker A, Rak A, Pao LI, Vintém APB.	TPP-45142-an Anti-HER2 T-cell Engager-Designed for Selective HER2-Low Cancer Immunotherapy	Molecular cancer therapeutics	2026	41504346	10.1158/1535-7163.mct-25-0654	PMC13044525	https://pmc.ncbi.nlm.nih.gov/articles/PMC13044525/	fulltext/de_2026_pmid41504346.xml		geo:Europe|US;recent	OA_available
EGFR_EGFRvIII	Reusch U, Sundaram M, Davol PA, Olson SD, Davis JB, Demel K, Nissim J, Rathore R, Liu PY, Lum LG.	Anti-CD3 x anti-epidermal growth factor receptor (EGFR) bispecific antibody redirects T-cell cytolytic activity to EGFR-positive cancers in vitro and in an animal model	Clinical cancer research : an official journal of the American Association for Cancer Research	2006	16397041	10.1158/1078-0432.ccr-05-1855		https://doi.org/10.1158/1078-0432.ccr-05-1855			geo:US;preclinical_or_early	pmid_only
EGFR_EGFRvIII	Gedeon PC, Choi BD, Hodges TR, Mitchell DA, Bigner DD, Sampson JH.	An EGFRvIII-targeted bispecific T-cell engager overcomes limitations of the standard of care for glioblastoma	Expert review of clinical pharmacology	2013	23927666	10.1586/17512433.2013.811806	PMC4034273	https://pmc.ncbi.nlm.nih.gov/articles/PMC4034273/			geo:US;preclinical_or_early;review	pmid_only
EGFR_EGFRvIII	Rosenthal M, Balana C, van Linde M, Sayehli C, Fiedler W, Wermke M, Massard C, Mellinghoff I, Khasraw M, Ang A, Rasmussen E, Kast J, Stienen S, Cloughesy T.	ATIM-49 (LTBK-01). AMG 596, A NOVEL ANTI-EGFRVIII BISPECIFIC T CELL ENGAGER (BITE®) MOLECULE FOR THE TREATMENT OF GLIOBLASTOMA (GBM): PLANNED INTERIM ANALYSIS IN RECURRENT GBM (RGBM)	Neuro-oncology	2019			PMC6873614	https://pmc.ncbi.nlm.nih.gov/articles/PMC6873614/			geo:Europe|US;recent	record_only
EGFR_EGFRvIII	Sternjak A, Lee F, Thomas O, Balazs M, Wahl J, Lorenczewski G, Ullrich I, Muenz M, Rattel B, Bailis JM, Friedrich M.	Preclinical Assessment of AMG 596, a Bispecific T-cell Engager (BiTE) Immunotherapy Targeting the Tumor-specific Antigen EGFRvIII	Molecular cancer therapeutics	2021	33632870	10.1158/1535-7163.mct-20-0508		https://doi.org/10.1158/1535-7163.mct-20-0508			geo:Europe|US;recent	pmid_only
EGFR_EGFRvIII	Iurlaro R, Waldhauer I, Planas-Rigol E, Bonfill-Teixidor E, Arias A, Nicolini V, Freimoser-Grundschober A, Cuartas I, Martínez-Moreno A, Martínez-Ricarte F, Cordero E, Cicuendez M, Casalino S, Guardia-Reyes X, Fahrni L, Pöschinger T, Steinhart V, Richard M, Briner S, Mueller J, Osl F, Sam J, Colombetti S, Bacac M, Klein C, Pineda E, Reyes-Figueroa L, Di Somma A, González J, Nuciforo P, Carles J, Vieito M, Tabernero J, Umaña P, Seoane J.	A Novel EGFRvIII T-Cell Bispecific Antibody for the Treatment of Glioblastoma	Molecular cancer therapeutics	2022	35915983	10.1158/1535-7163.mct-22-0201		https://doi.org/10.1158/1535-7163.mct-22-0201			geo:China|Europe|US;recent	pmid_only
EGFR_EGFRvIII	King LA, Toffoli EC, Veth M, Iglesias-Guimarais V, Slot MC, Amsen D, van de Ven R, Derks S, Fransen MF, Tuynman JB, Riedl T, Roovers RC, Adang AEP, Ruben JM, Parren PWHI, de Gruijl TD, van der Vliet HJ.	A Bispecific γδ T-cell Engager Targeting EGFR Activates a Potent Vγ9Vδ2 T cell-Mediated Immune Response against EGFR-Expressing Tumors	Cancer immunology research	2023	37368791	10.1158/2326-6066.cir-23-0189		https://doi.org/10.1158/2326-6066.cir-23-0189			geo:Europe;recent	pmid_only
EGFR_EGFRvIII	Park DH, Bhojnagarwala PS, Liaw K, Bordoloi D, Tursi NJ, Zhao S, Binder ZA, O'Rourke D, Weiner DB.	Novel tri-specific T-cell engager targeting IL-13Rα2 and EGFRvIII provides long-term survival in heterogeneous GBM challenge and promotes antitumor cytotoxicity with patient immune cells	Journal for immunotherapy of cancer	2024	39622583	10.1136/jitc-2024-009604	PMC11624777	https://pmc.ncbi.nlm.nih.gov/articles/PMC11624777/	fulltext/park_2024_pmid39622583.xml		geo:US;recent	OA_available
EGFR_EGFRvIII	Asanuma T, Ding P, Kato Y, Nakanishi T, Asano R, Makabe K.	Evaluation of an anti-CD3 VHH and construction of an anti-CD3/anti-EGFR bispecific tandem VHH as a cancer cell targeting drug construct	Biochemistry and biophysics reports	2025	40275961	10.1016/j.bbrep.2025.102015	PMC12018060	https://pmc.ncbi.nlm.nih.gov/articles/PMC12018060/	fulltext/asanuma_2025_pmid40275961.xml		geo:Europe;recent	OA_available
EGFR_EGFRvIII	Aredo JV, Singhal S, Berry GJ, Moradi F, Wakelee HA, Myall NJ, Ramchandran KJ, Das M, Suarez CJ, Neal JW, Riess JW.	DLL3 Immunohistochemical Expression in Neuroendocrine-Transformed &lt;i&gt;EGFR&lt;/i&gt;-Mutant Lung Cancer and Two Cases of Tarlatamab Therapy	JTO clinical and research reports	2025	41256964	10.1016/j.jtocrr.2025.100913	PMC12621428	https://pmc.ncbi.nlm.nih.gov/articles/PMC12621428/	fulltext/aredo_2025_pmid41256964.xml		geo:Europe|US;recent	OA_available
EGFR_EGFRvIII	Whittle JR, Vieito M, Rohrberg K, Rodriguez-Ruiz ME, Castanon E, Mellinghoff IK, Van Linde M, Cloughesy T, Reardon DA, Chong RA, Rosenthal M, Wick A, Waldhauer I, Henkel N, Romagnoli B, Wolowski V, Dey S, Heil F, Heichinger C, Flinn N, Gou JP, Smith L, Prince F, Derks M, Roller A, Schiff C, Schneider M, Mason W.	First-in-human study of an EGFRvIII x CD3 T cell bispecific antibody in the treatment of newly diagnosed glioblastoma	Neuro-oncology advances	2025	40842640	10.1093/noajnl/vdaf160	PMC12365897	https://pmc.ncbi.nlm.nih.gov/articles/PMC12365897/	fulltext/whittle_2025_pmid40842640.xml		geo:Europe|US;recent	OA_available
EGFR_EGFRvIII	Boos MA, Seifert O, Sawall S, Genz J, Huber A, Hofmann I, Kontermann RE, Ungerechts G, Nettelbeck DM.	Oncolytic adenoviruses encoding bispecific T cell engagers or a novel trispecific T cell engager for dual-targeting of c-MET and EGFR	Molecular therapy. Oncology	2026	41552759	10.1016/j.omton.2025.201106	PMC12804148	https://pmc.ncbi.nlm.nih.gov/articles/PMC12804148/	fulltext/boos_2026_pmid41552759.xml		geo:Europe;recent	OA_available
EGFR_EGFRvIII	Guo H, Wang Y, Diao M, Han R, He T, Wu Y, Wang Q, Cheng L, Zhao C, Li X, Xiong A, Li W, Zhou F, Zhou C.	Bispecific T-cell Engager (CD3 × EGFR)-Based Triplet Therapy Unlocks CD40/CD40L Crosstalk to Revert Immunosuppression in Third-Generation EGFR-Tyrosine Kinase Inhibitor-Refractory NSCLC	Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer	2026	41672197	10.1016/j.jtho.2026.103607		https://doi.org/10.1016/j.jtho.2026.103607			geo:China;recent	pmid_only
EGFR_EGFRvIII	Kühl L, Löffler AK, Seifert O, Michler D, Kuhlmann M, Russo G, Kuhn P, Nowack H, Frenzel A, Schirrmann T, Olayioye MA, Kontermann RE.	Novel bispecific T-cell engagers overcoming acquired EGFR resistance	mAbs	2026	42152476	10.1080/19420862.2026.2674236	PMC13192131	https://pmc.ncbi.nlm.nih.gov/articles/PMC13192131/	fulltext/khl_2026_pmid42152476.xml		geo:Europe;recent	OA_available
EGFR_EGFRvIII	Husar E, Simon S, Abdolzade-Bavil A, Augustin A, Eigenmann MJ, Freimoser-Grundschober A, Gavrilov A, Gianotti R, Gjorevski N, Godoy P, Hollenstein A, Lechmann M, Nicolini VG, Polonchuk L, Stokar-Regenscheit N, Villaseñor R, Wagner C, Waldhauer I, Walz AC.	An alternative nonclinical approach to support the first-in-human clinical trial of a T-cell bispecific targeting EGFRvIII	Journal of pharmaceutical sciences	2026	41352482	10.1016/j.xphs.2025.104112		https://doi.org/10.1016/j.xphs.2025.104112			geo:Europe|US;recent	pmid_only
DLL3	Hipp S, Voynov V, Drobits-Handl B, Giragossian C, Trapani F, Nixon AE, Scheer JM, Adam PJ.	A Bispecific DLL3/CD3 IgG-Like T-Cell Engaging Antibody Induces Antitumor Responses in Small Cell Lung Cancer	Clinical cancer research : an official journal of the American Association for Cancer Research	2020	32554516	10.1158/1078-0432.ccr-20-0926		https://doi.org/10.1158/1078-0432.ccr-20-0926			geo:Europe|US;recent	pmid_only
DLL3	Giffin MJ, Cooke K, Lobenhofer EK, Estrada J, Zhan J, Deegen P, Thomas M, Murawsky CM, Werner J, Liu S, Lee F, Homann O, Friedrich M, Pearson JT, Raum T, Yang Y, Caenepeel S, Stevens J, Beltran PJ, Canon J, Coxon A, Bailis JM, Hughes PE.	AMG 757, a Half-Life Extended, DLL3-Targeted Bispecific T-Cell Engager, Shows High Potency and Sensitivity in Preclinical Models of Small-Cell Lung Cancer	Clinical cancer research : an official journal of the American Association for Cancer Research	2021	33203642	10.1158/1078-0432.ccr-20-2845		https://doi.org/10.1158/1078-0432.ccr-20-2845			geo:Europe|US;recent	pmid_only
DLL3	Wermke M, Felip E, Gambardella V, Kuboki Y, Morgensztern D, Hamed ZO, Liu M, Studeny M, Owonikoko TK.	Phase I trial of the DLL3/CD3 bispecific T-cell engager BI 764532 in DLL3-positive small-cell lung cancer and neuroendocrine carcinomas	Future oncology (London, England)	2022	35815644	10.2217/fon-2022-0196		https://doi.org/10.2217/fon-2022-0196			geo:Europe|US;recent	pmid_only
DLL3	Paz-Ares L, Champiat S, Lai WV, Izumi H, Govindan R, Boyer M, Hummel HD, Borghaei H, Johnson ML, Steeghs N, Blackhall F, Dowlati A, Reguart N, Yoshida T, He K, Gadgeel SM, Felip E, Zhang Y, Zhang Y, Pati A, Minocha M, Mukherjee S, Goldrick A, Nagorsen D, Hashemi Sadraei N, Owonikoko TK.	Tarlatamab, a First-in-Class DLL3-Targeted Bispecific T-Cell Engager, in Recurrent Small-Cell Lung Cancer: An Open-Label, Phase I Study	Journal of clinical oncology : official journal of the American Society of Clinical Oncology	2023	36689692	10.1200/jco.22.02823	PMC10414718	https://pmc.ncbi.nlm.nih.gov/articles/PMC10414718/	fulltext/pazares_2023_pmid36689692.xml		geo:Europe|US;recent	OA_available
DLL3	Minocha M, Thompson CG, Murphy A, Zhou Y, Brandl C, Parkes A, Chen X, Yu B, Martinez P, Houk BE.	Pharmacokinetics of Tarlatamab, a Delta-Like Ligand-3 (DLL3) Targeted Half-Life Extended Bispecific T-Cell Engager (BiTE<sup>®</sup>) Immunotherapy in Adult Patients with Previously Treated Small-Cell Lung Cancer: Results from DeLLphi-300, a Phase I Multiple-Dose-Escalation Study	Clinical pharmacokinetics	2024	39589690	10.1007/s40262-024-01451-7		https://doi.org/10.1007/s40262-024-01451-7			geo:Europe|US;recent	pmid_only
DLL3	Sands JM, Champiat S, Hummel HD, Paulson KG, Borghaei H, Alvarez JB, Carbone DP, Carlisle JW, Choudhury NJ, Clarke JM, Gadgeel SM, Izumi H, Navarro A, Lau SCM, Lammers PE, Huang S, Hamidi A, Mukherjee S, Owonikoko TK.	Practical management of adverse events in patients receiving tarlatamab, a delta-like ligand 3-targeted bispecific T-cell engager immunotherapy, for previously treated small cell lung cancer	Cancer	2025	39876075	10.1002/cncr.35738	PMC11775405	https://pmc.ncbi.nlm.nih.gov/articles/PMC11775405/	fulltext/sands_2025_pmid39876075.xml		geo:Europe|US;recent;review	OA_available
DLL3	Aggarwal R, Rottey S, Bernard-Tessier A, Mellado B, Kosaka T, Stadler WM, Horvath L, Greil R, O'Neil B, Siddiqui BA, Bauernhofer T, Bilen MA, Eskens F, Sandhu S, Shaw C, Ju CH, Decato BE, Yu B, Aparicio A.	Safety and Efficacy of Tarlatamab in Patients with Neuroendocrine Prostate Cancer: Results from the Phase 1b DeLLpro-300 Study	Clinical cancer research : an official journal of the American Association for Cancer Research	2025	40689871	10.1158/1078-0432.ccr-25-1211	PMC12434391	https://pmc.ncbi.nlm.nih.gov/articles/PMC12434391/	fulltext/aggarwal_2025_pmid40689871.xml		geo:Europe|US;recent	OA_available
DLL3	Kong S, Minocha M, Chen PW, Martinez P, Anderson ES, Parkes A, Houk BE, Lin CW.	Population Pharmacokinetics of Tarlatamab, a Half-Life Extended DLL3-Directed Bispecific T-Cell Engager in Patients with Previously Treated Small Cell Lung Cancer	Clinical pharmacokinetics	2025	40261494	10.1007/s40262-025-01499-z		https://doi.org/10.1007/s40262-025-01499-z			geo:Europe|US;recent	pmid_only
DLL3	Chen S, Zhang G, He X, Li Y, Li D.	Structural and functional insights into CD3 bispecific antibodies targeting DLL3 in cancer immunotherapy	Medical oncology (Northwood, London, England)	2026	41653365	10.1007/s12032-025-03232-z		https://doi.org/10.1007/s12032-025-03232-z			geo:China|Europe;recent	pmid_only
DLL3	Kim D, Blocker S, Cavalieri CC, Cannon S, Cass AS, Olinger A, Bortka B, Gustafson B, Schepers A, Hobbs J, Blackwell L, Holman K, Widman W, Quick A, Grauer D, Lekkala MR, Huang C, Neupane P, Zhang J, Mullangi S, Schieber T.	Outcomes of Concurrent Radiotherapy With Tarlatamab in Extensive-Stage Small Cell Lung Cancer From the DLL3 PanTUMOR Database	Clinical lung cancer	2026	41748376	10.1016/j.cllc.2026.01.007		https://doi.org/10.1016/j.cllc.2026.01.007			geo:Europe|US;recent	pmid_only
DLL3	Jin X, Zhao W, Li Y, Peng H.	Post-marketing safety surveillance of tarlatamab: a real-world pharmacovigilance study based on the FAERS database	Naunyn-Schmiedeberg's archives of pharmacology	2026	41609856	10.1007/s00210-026-05028-y		https://doi.org/10.1007/s00210-026-05028-y			geo:China|US;recent	pmid_only
DLL3	Cheng R, Reddy S, Gee-Rodriguez K, Harlan R, Vakkalagadda C, Cetnar J, Silbermann R, Maziarz RT, Thawani R.	Successful Tarlatamab Rechallenge After Recurrent High-Grade Cytokine Release Syndrome in Chromothripsis-Mediated SCLC: A Case Report	JTO clinical and research reports	2026	42158272	10.1016/j.jtocrr.2026.100997	PMC13181248	https://pmc.ncbi.nlm.nih.gov/articles/PMC13181248/	fulltext/cheng_2026_pmid42158272.xml		geo:Europe;recent	OA_available
DLL3	Wang J, Takundwa R, Yang H, Chai X, Yu Y, Zhang Y, Dirnberger F, Anderson ES, Pastel M, Pundole X, Gomez-Randulfe I, Blackhall F.	Comparative efficacy of tarlatamab and second-line therapies in extensive-stage small cell lung cancer: A network meta-analysis	Lung cancer (Amsterdam, Netherlands)	2026	42229339	10.1016/j.lungcan.2026.109465		https://doi.org/10.1016/j.lungcan.2026.109465			geo:Europe|US;recent	pmid_only
DLL3	Ou Y, Zhong X, Mei M, Gu X, Luo S, Chen G, Xie X, Sun D.	Post-marketing safety of tarlatamab in small cell lung cancer based on FAERS and WHO-VigiAccess with SHAP-based interpretable machine learning analysis of immune-related adverse events	Frontiers in pharmacology	2026	42358360	10.3389/fphar.2026.1844248		https://doi.org/10.3389/fphar.2026.1844248			geo:China|Europe;recent	pmid_only
DLL3	Cooper AJ, Liang J, McDonald S, Arfe A, Bogdanska W, Ross JS, Rivera J, Clark P, Saito S, Daly B, Gainor JF, Rudin CM, Sands J, Meador CB.	Real-world multi-institution analysis of tarlatamab in patients with small cell lung cancer	Lung cancer (Amsterdam, Netherlands)	2026	41930543	10.1016/j.lungcan.2026.109390		https://doi.org/10.1016/j.lungcan.2026.109390			geo:Europe|US;recent	pmid_only
DLL3	Liu Y, Cao L, Xu M, Li N, Zhang J, Zhu M, Kuang Z, Sha H, Wu M, Xu J, Wu Z, Feng Y, Li L.	IAR025, a novel anti-DLL3 x CD3-bispecific antibody, displays high antitumor efficacy in preclinical models of small-cell lung cancer	Cancer immunology, immunotherapy : CII	2026	42189233	10.1007/s00262-026-04416-w		https://doi.org/10.1007/s00262-026-04416-w			geo:China|US;recent	pmid_only
B7H3_CD276	Liu X, Zhelev D, Adams C, Chen C, Mellors JW, Dimitrov DS.	Effective killing of cells expressing CD276 (B7-H3) by a bispecific T cell engager based on a new fully human antibody	Translational oncology	2021	34601396	10.1016/j.tranon.2021.101232	PMC8493583	https://pmc.ncbi.nlm.nih.gov/articles/PMC8493583/	fulltext/liu_2021_pmid34601396.xml		geo:China|US;recent	OA_available
B7H3_CD276	Molloy ME, Austin RJ, Lemon BD, Aaron WH, Ganti V, Jones A, Jones SD, Strobel KL, Patnaik P, Sexton K, Tatalick L, Yu TZ, Baeuerle PA, Law CL, Wesche H.	Preclinical Characterization of HPN536, a Trispecific, T-Cell-Activating Protein Construct for the Treatment of Mesothelin-Expressing Solid Tumors	Clinical cancer research : an official journal of the American Association for Cancer Research	2021	33262134	10.1158/1078-0432.ccr-20-3392		https://doi.org/10.1158/1078-0432.ccr-20-3392			geo:Europe|US;recent	pmid_only
B7H3_CD276	Zhu H, Zhang W, Guo Q, Fan R, Luo G, Liu Y.	Engineered oncolytic virus expressing B7H3-targeting BiTE enhances antitumor T-cell immune response	Journal for immunotherapy of cancer	2024	39615894	10.1136/jitc-2024-009901	PMC11624812	https://pmc.ncbi.nlm.nih.gov/articles/PMC11624812/	fulltext/zhu_2024_pmid39615894.xml		geo:China;recent	OA_available
B7H3_CD276	Liu P, Ding H, Jia S, Pang Y, Li C, Zhao T, Skudder-Hill L, Wang J, Chen H, Zhao X, Chen X, Zhang J.	Molecular Imaging of B7-H3-Targeting Bispecific T Cell-Engaging Antibody MGD009 in Glioblastoma Models	ACS applied materials & interfaces	2025	40183579	10.1021/acsami.5c01451		https://doi.org/10.1021/acsami.5c01451			geo:China|US;recent	pmid_only
B7H3_CD276	Zhou S, Hong M, Zhao D, Li W, Yuan X, Wang Y, Li H, Yang Y, Jin T, Pan J.	Reprogramming the Tumor Immune Microenvironment with ICAM-1-Targeted Antibody‒Drug Conjugates and B7-H3-CD3 Bispecific Antibodies	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	2025	39996528	10.1002/advs.202415577	PMC12021053	https://pmc.ncbi.nlm.nih.gov/articles/PMC12021053/	fulltext/zhou_2025_pmid39996528.xml		geo:China|Europe|US;recent	OA_available
B7H3_CD276	Moore GL, Zeng VG, Diaz JE, Bonzon C, Avery KN, Rashid R, Qi J, Nam DH, Jacinto J, Dragovich MA, Kim YK, Balcazar KP, Bakhit CG, Eivazi A, Nguyen H, Muchhal US, Szymkowski DE, Desjarlais JR, Hedvat M.	A B7-H3-Targeted CD28 Bispecific Antibody Enhances the Activity of Anti-PD-1 and CD3 T-cell Engager Immunotherapies	Molecular cancer therapeutics	2025	39301613	10.1158/1535-7163.mct-24-0327	PMC11876962	https://pmc.ncbi.nlm.nih.gov/articles/PMC11876962/	fulltext/moore_2025_pmid39301613.xml		geo:US;recent	OA_available
B7H3_CD276	Rujirachaivej P, Siriboonpiputtana T, Choomee K, Supimon K, Sangsuwannukul T, Songprakhon P, Natungnuy K, Luangwattananun P, Yuti P, Junking M, Yenchitsomanus PT.	Engineered T cells secreting αB7-H3-αCD3 bispecific engagers for enhanced anti-tumor activity against B7-H3 positive multiple myeloma: a novel therapeutic approach	Journal of translational medicine	2025	39806405	10.1186/s12967-024-05923-z	PMC11727291	https://pmc.ncbi.nlm.nih.gov/articles/PMC11727291/	fulltext/rujirachaivej_2025_pmid39806405.xml		geo:US;recent	OA_available
B7H3_CD276	Kielbik A, Bahlinger V, Schürch CM, Barcena ML, Vakhrusheva O, Thomas A, Tsaur I, Heitmann JS, Salih HR, Hagelstein I.	B7-H3 (CD276) as Target for T Cell-Based Bispecific Antibody Therapy of Penile Cancer	ImmunoTargets and therapy	2026	42094867	10.2147/itt.s577364	PMC13142290	https://pmc.ncbi.nlm.nih.gov/articles/PMC13142290/	fulltext/kielbik_2026_pmid42094867.xml		geo:Europe;recent	OA_available
B7H3_CD276	Suita Y, Ang LS, Brasel K, Morris SM, Girard EJ, Williams AM, Chen SC, Blumenthal I, Hottmann NM, Heusser J, Mhyre AJ, DeForest CA, Moore P, Price JP, Fidel J, Olson JM.	Intratumoral B7H3:CD3 Bispecific T-cell Engager Drives Localized T-cell Accumulation in Canine Sarcoma Patients	bioRxiv	2026		10.64898/2026.05.27.728355		https://doi.org/10.64898/2026.05.27.728355			recent	record_only
B7H3_CD276	Rasic P, Samardzija G, Djuricic SM, Mitrovic N, Bogosavljevic A, Milicevic A, Soldatovic I, Stefanovic O, Krstovski N, Kuzmanovic M, Aleksic D, Redzic D, Rodic P, Lazic J, Milosevic G, Svorcan J, Radeta R, Milickovic M, Dundjerovic D.	The B7-H3/CD3 immune phenotype identifies prognostic subgroups in neuroblastoma	Frontiers in immunology	2026	42233020	10.3389/fimmu.2026.1829359	PMC13223607	https://pmc.ncbi.nlm.nih.gov/articles/PMC13223607/	fulltext/rasic_2026_pmid42233020.xml		recent	OA_available
