category	evidence	authors	title	venue	year	pmid	doi	pmcid	url	local_pdf	fulltext_xml	topics	status
chemo_partner	preclinical_synergy	Oguri et al.	Preclinical rationale for synergistic interaction of pemetrexed and cytotoxic nucleoside analogues.	Oncology letters	2012	22970056	10.3892/ol.2012.773	PMC3439182	https://doi.org/10.3892/ol.2012.773			pemetrexed;preclinical;resistance	metadata_only
chemo_partner	preclinical_synergy	Li et al.	Upregulated p53 expression activates apoptotic pathways in wild-type p53-bearing mesothelioma and enhances cytotoxicity of cisplatin and pemetrexed.	Cancer gene therapy	2012	22223137	10.1038/cgt.2011.86		https://doi.org/10.1038/cgt.2011.86			pemetrexed;cisplatin;mesothelioma;preclinical	metadata_only
chemo_partner	preclinical_synergy	Su et al.	Death receptor 5 and cellular FLICE-inhibitory protein regulate pemetrexed-induced apoptosis in human lung cancer cells.	European journal of cancer (Oxford, England : 1990)	2011	21726997	10.1016/j.ejca.2011.06.003		https://doi.org/10.1016/j.ejca.2011.06.003			pemetrexed;cisplatin;bcl2_apoptosis;folate_pathway;nsclc;mesothelioma;preclinical	metadata_only
chemo_partner	preclinical_synergy	De Pas et al.	Optimizing pemetrexed-gemcitabine combination in patients with advanced non-small cell lung cancer: a pharmacogenetic approach.	Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer	2011	21336182	10.1097/JTO.0b013e31820d7818		https://doi.org/10.1097/JTO.0b013e31820d7818			pemetrexed;mapk;nsclc;preclinical	metadata_only
chemo_partner	preclinical_synergy	Bräutigam et al.	Combined treatment with TRAIL and PPARγ ligands overcomes chemoresistance of ovarian cancer cell lines.	Journal of cancer research and clinical oncology	2011	20878528	10.1007/s00432-010-0952-2	PMC11827910	https://doi.org/10.1007/s00432-010-0952-2			pemetrexed;cisplatin;bcl2_apoptosis;preclinical;resistance	metadata_only
chemo_partner	preclinical_synergy	Richards et al.	Phase I study of pemetrexed and pegylated liposomal doxorubicin in patients with refractory breast, ovarian, primary peritoneal, or fallopian tube cancer.	Investigational new drugs	2011	20352294	10.1007/s10637-010-9414-6		https://doi.org/10.1007/s10637-010-9414-6			pemetrexed;clinical_trial;preclinical	metadata_only
chemo_partner	clinical_landmark	Gridelli et al.	Pemetrexed in advanced non-small cell lung cancer.	Expert opinion on drug safety	2011	21261558	10.1517/14740338.2011.553281		https://doi.org/10.1517/14740338.2011.553281			pemetrexed;cisplatin;nsclc	metadata_only
chemo_partner	preclinical_synergy	Zhu et al.	[Effects of gemcitabine and pemetrexed on the proliferation of pancreatic cancer cell lines BXPC-3 and PANC-1 in vitro].	Nan fang yi ke da xue xue bao = Journal of Southern Medical University	2010	20118008			https://pubmed.ncbi.nlm.nih.gov/20118008/			pemetrexed;preclinical	metadata_only
chemo_partner	preclinical_synergy	Nguyen et al.	Extended use dexamethasone-associated posterior reversible encephalopathy syndrome with cisplatin-based chemotherapy.	Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia	2009	19800799	10.1016/j.jocn.2009.05.012		https://doi.org/10.1016/j.jocn.2009.05.012			pemetrexed;cisplatin;mesothelioma	metadata_only
chemo_partner	preclinical_synergy	Ray et al.	Malignant pleural mesothelioma: an update on biomarkers and treatment.	Chest	2009	19736192	10.1378/chest.08-2665		https://doi.org/10.1378/chest.08-2665			pemetrexed;cisplatin;carboplatin;mesothelioma	metadata_only
chemo_partner	preclinical_synergy	Martin et al.	A multicenter, single-arm phase II study of pemetrexed plus doxorubicin administered every 21 days in patients with advanced breast cancer.	Clinical breast cancer	2009	19661038	10.3816/CBC.2009.n.025		https://doi.org/10.3816/CBC.2009.n.025			pemetrexed;clinical_trial;preclinical	metadata_only
chemo_partner	preclinical_synergy	Kano et al.	Schedule-dependent synergism and antagonism between pemetrexed and docetaxel in human lung cancer cell lines in vitro.	Cancer chemotherapy and pharmacology	2009	19306094	10.1007/s00280-009-0974-0		https://doi.org/10.1007/s00280-009-0974-0			pemetrexed;preclinical	metadata_only
chemo_partner	preclinical_synergy	Simon et al.	Pemetrexed plus gemcitabine as first-line chemotherapy for patients with peritoneal mesothelioma: final report of a phase II trial.	Journal of clinical oncology : official journal of the American Society of Clinical Oncology	2008	18640937	10.1200/JCO.2007.15.2868		https://doi.org/10.1200/JCO.2007.15.2868			pemetrexed;cisplatin;mesothelioma;clinical_trial;preclinical	metadata_only
chemo_partner	preclinical_synergy	Miller et al.	Evaluation of pemetrexed (Alimta, LY231514) as second line chemotherapy in persistent or recurrent carcinoma of the cervix: a phase II study of the Gynecologic Oncology Group.	Gynecologic oncology	2008	18455781	10.1016/j.ygyno.2008.03.009		https://doi.org/10.1016/j.ygyno.2008.03.009			pemetrexed;cisplatin;clinical_trial;preclinical	metadata_only
chemo_partner	preclinical_synergy	Dudek et al.	Phase 1/2 dose escalating study of twice-monthly pemetrexed and gemcitabine in patients with advanced cancer and non-small cell lung cancer.	Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer	2008	18379358	10.1097/JTO.0b013e318169cdc4		https://doi.org/10.1097/JTO.0b013e318169cdc4			pemetrexed;nsclc;clinical_trial;preclinical	metadata_only
chemo_partner	preclinical_synergy	Bertino et al.	Imatinib mesylate enhances therapeutic effects of gemcitabine in human malignant mesothelioma xenografts.	Clinical cancer research : an official journal of the American Association for Cancer Research	2008	18223230	10.1158/1078-0432.CCR-07-1388		https://doi.org/10.1158/1078-0432.CCR-07-1388			pemetrexed;mapk;mesothelioma;preclinical	metadata_only
chemo_partner	preclinical_synergy	Garin et al.	A phase II study of pemetrexed and carboplatin in patients with locally advanced or metastatic breast cancer.	Breast cancer research and treatment	2008	17851759	10.1007/s10549-007-9722-5		https://doi.org/10.1007/s10549-007-9722-5			pemetrexed;carboplatin;mapk;clinical_trial;preclinical	metadata_only
chemo_partner	preclinical_synergy	Mercalli et al.	A preclinical evaluation of pemetrexed and irinotecan combination as second-line chemotherapy in pancreatic cancer.	British journal of cancer	2007	17426706	10.1038/sj.bjc.6603726	PMC2360188	https://doi.org/10.1038/sj.bjc.6603726		mercalli_2007_pmid17426706.xml	pemetrexed;bcl2_apoptosis;preclinical	fulltext_xml
chemo_partner	preclinical_synergy	Kano et al.	Schedule-dependent interactions between pemetrexed and cisplatin in human carcinoma cell lines in vitro.	Oncology research	2006	16898269	10.3727/000000006783981215		https://doi.org/10.3727/000000006783981215			pemetrexed;cisplatin;mesothelioma;preclinical	metadata_only
chemo_partner	preclinical_synergy	Atagi	[Combination therapy with S-1 plus docetaxel (DOC) for previously treated patients with non-small cell lung cancer].	Gan to kagaku ryoho. Cancer & chemotherapy	2006	16898002			https://pubmed.ncbi.nlm.nih.gov/16898002/			pemetrexed;nsclc;clinical_trial;preclinical	metadata_only
chemo_partner	preclinical_synergy	Treat et al.	Administration of pemetrexed immediately following gemcitabine as front-line therapy in advanced non-small cell lung cancer: a phase II trial.	Lung cancer (Amsterdam, Netherlands)	2006	16730854	10.1016/j.lungcan.2006.04.005		https://doi.org/10.1016/j.lungcan.2006.04.005			pemetrexed;nsclc;clinical_trial;preclinical	metadata_only
chemo_partner	preclinical_synergy	Perry et al.	Human splicing factor SPF45 (RBM17) confers broad multidrug resistance to anticancer drugs when overexpressed--a phenotype partially reversed by selective estrogen receptor modulators.	Cancer research	2005	16061639	10.1158/0008-5472.CAN-03-3675		https://doi.org/10.1158/0008-5472.CAN-03-3675			pemetrexed;carboplatin;preclinical;resistance	metadata_only
chemo_partner	preclinical_synergy	Rodenbach et al.	Combination treatment of CC531-lac-Z rat liver metastases by chemoembolization with pemetrexed disodium and gemcitabine.	Journal of cancer research and clinical oncology	2005	15657768	10.1007/s00432-004-0643-y	PMC12161237	https://doi.org/10.1007/s00432-004-0643-y			pemetrexed;preclinical	metadata_only
chemo_partner	preclinical_synergy	Boyer et al.	Pemetrexed: single-agent and combination phase I study overview.	Seminars in oncology	2002	12571806	10.1053/sonc.2002.37464		https://doi.org/10.1053/sonc.2002.37464			pemetrexed;cisplatin;carboplatin;mapk;clinical_trial;preclinical	metadata_only
repurposed_natural	preclinical_synergy	Wang et al.	Pemetrexed sensitizes cisplatin therapy by inducing ferroptosis in NSCLC cells.	Frontiers in pharmacology	2025	41646938	10.3389/fphar.2025.1764937	PMC12868191	https://doi.org/10.3389/fphar.2025.1764937		wang_2025_pmid41646938.xml	pemetrexed;cisplatin;ferroptosis;repurposed;nsclc;preclinical	fulltext_xml
repurposed_natural	preclinical_synergy	Salah et al.	Sequential Delivery of Novel Triple Drug Combination via Crosslinked Alginate/Lactoferrin Nanohybrids for Enhanced Breast Cancer Treatment.	Pharmaceutics	2022	36365222	10.3390/pharmaceutics14112404	PMC9693489	https://doi.org/10.3390/pharmaceutics14112404		salah_2022_pmid36365222.xml	pemetrexed;repurposed;preclinical	fulltext_xml
repurposed_natural	preclinical_synergy	Pangeni et al.	Preparation, Characterization, and In Vivo Evaluation of an Oral Multiple Nanoemulsive System for Co-Delivery of Pemetrexed and Quercetin.	Pharmaceutics	2018	30213140	10.3390/pharmaceutics10030158	PMC6161295	https://doi.org/10.3390/pharmaceutics10030158		pangeni_2018_pmid30213140.xml	pemetrexed;preclinical	fulltext_xml
repurposed_natural	preclinical_synergy	Zhang et al.	Metformin synergistic pemetrexed suppresses non-small-cell lung cancer cell proliferation and invasion in vitro.	Cancer medicine	2017	28719077	10.1002/cam4.1133	PMC5548881	https://doi.org/10.1002/cam4.1133		zhang_2017_pmid28719077.xml	pemetrexed;bcl2_apoptosis;repurposed;nsclc;preclinical	fulltext_xml
repurposed_natural	preclinical_synergy	Jacobson et al.	Triptolide and its prodrug minnelide suppress Hsp70 and inhibit in vivo growth in a xenograft model of mesothelioma.	Genes & cancer	2015	26000097	10.18632/genesandcancer.55	PMC4426951	https://doi.org/10.18632/genesandcancer.55		jacobson_2015_pmid26000097.xml	pemetrexed;bcl2_apoptosis;repurposed;mesothelioma;preclinical	fulltext_xml
repurposed_natural	clinical_landmark	Fleeman et al.	Pemetrexed for the first-line treatment of locally advanced or metastatic non-small cell lung cancer.	Health technology assessment (Winchester, England)	2010	20507803	10.3310/hta14Suppl1/07		https://doi.org/10.3310/hta14Suppl1/07			pemetrexed;cisplatin;carboplatin;repurposed;nsclc;clinical_trial	metadata_only
